Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075
Human Development Index Model (2015),SSP3,Pakistan,Human Development Index,,0.425888713,0.430963384,0.437127382,0.441497975,0.44541824,0.449134122,0.452755249,0.456418852,0.459416576,0.462159798,0.464146894,0.466103811,0.468044348,0.46905722
Human Development Index Model (2015),SSP3,Panama,Human Development Index,,0.71122225,0.722848253,0.735323927,0.741646769,0.745701427,0.748665351,0.751335373,0.754227404,0.756371196,0.757857649,0.75936834,0.760612125,0.761502819,0.760710585
Human Development Index Model (2015),SSP3,Paraguay,Human Development Index,,0.590819963,0.594110269,0.599353192,0.60517613,0.611804362,0.617290798,0.623068939,0.627700408,0.63078538,0.632761215,0.634077592,0.63581472,0.637681383,0.638382955
Human Development Index Model (2015),SSP3,Peru,Human Development Index,,0.677366352,0.68729585,0.699972457,0.70748699,0.712300348,0.716393994,0.719319362,0.722362042,0.72427198,0.725107996,0.725978335,0.726887228,0.727515343,0.727027153
Human Development Index Model (2015),SSP3,Philippines,Human Development Index,,0.590848381,0.596558822,0.60500296,0.611083769,0.616648212,0.622039693,0.627090285,0.631233259,0.633894229,0.6352127,0.636639522,0.638414436,0.640414456,0.641299608
Human Development Index Model (2015),SSP3,Poland,Human Development Index,,0.772748815,0.782894081,0.797068583,0.806723799,0.812724647,0.816727479,0.820063197,0.822915723,0.824696504,0.825612321,0.8268714,0.82843258,0.830342074,0.83071743
Human Development Index Model (2015),SSP3,Portugal,Human Development Index,,0.705784227,0.711970615,0.720179757,0.730781747,0.742756975,0.754362496,0.764350739,0.771916753,0.776966364,0.780314673,0.783325255,0.785817235,0.787852457,0.787925447
Human Development Index Model (2015),SSP3,Reforming Economies (R10),Human Development Index [unweighted mean],,0.649714313,0.6723389174545454,0.7043352228181818,0.7265776916363637,0.7392322772727272,0.7465054147272727,0.7513617135454546,0.7551187555454546,0.7578920029999999,0.7596136752727273,0.7616022176363636,0.7637227974545454,0.7660515154545454,0.7669723403636364
Human Development Index Model (2015),SSP3,Reforming Economies (R10),Human Development Index [weighted by GDP],,0.6894956068570506,0.7030159401205605,0.718467816111298,0.7292808927475899,0.7362343742892093,0.7412806812719093,0.7455648270401717,0.7496122848375785,0.7529462540013606,0.7554066856004135,0.7581595534198979,0.761109277900484,0.7643000786573436,0.7659287425940001
Human Development Index Model (2015),SSP3,Reforming Economies (R10),Human Development Index [weighted by Population],,0.6781245689500971,0.6934120924943902,0.7126599312396001,0.7264838895590098,0.7351126777866659,0.7409458940056824,0.7455274163796208,0.7496648539569151,0.7530226704267602,0.7554338886589917,0.7581186318156375,0.7609415299553397,0.7639643375613181,0.7654449932008888
Human Development Index Model (2015),SSP3,Reforming Economies (R5),Human Development Index [unweighted mean],,0.649714313,0.6723389174545454,0.7043352228181818,0.7265776916363637,0.7392322772727272,0.7465054147272727,0.7513617135454546,0.7551187555454546,0.7578920029999999,0.7596136752727273,0.7616022176363636,0.7637227974545454,0.7660515154545454,0.7669723403636364
Human Development Index Model (2015),SSP3,Reforming Economies (R5),Human Development Index [weighted by GDP],,0.6894956068570506,0.7030159401205605,0.718467816111298,0.7292808927475899,0.7362343742892093,0.7412806812719093,0.7455648270401717,0.7496122848375785,0.7529462540013606,0.7554066856004135,0.7581595534198979,0.761109277900484,0.7643000786573436,0.7659287425940001
Human Development Index Model (2015),SSP3,Reforming Economies (R5),Human Development Index [weighted by Population],,0.6781245689500971,0.6934120924943902,0.7126599312396001,0.7264838895590098,0.7351126777866659,0.7409458940056824,0.7455274163796208,0.7496648539569151,0.7530226704267602,0.7554338886589917,0.7581186318156375,0.7609415299553397,0.7639643375613181,0.7654449932008888
Human Development Index Model (2015),SSP3,Reforming Economies (R9),Human Development Index [unweighted mean],,0.649714313,0.6723389174545454,0.7043352228181818,0.7265776916363637,0.7392322772727272,0.7465054147272727,0.7513617135454546,0.7551187555454546,0.7578920029999999,0.7596136752727273,0.7616022176363636,0.7637227974545454,0.7660515154545454,0.7669723403636364
Human Development Index Model (2015),SSP3,Reforming Economies (R9),Human Development Index [weighted by GDP],,0.6894956068570506,0.7030159401205605,0.718467816111298,0.7292808927475899,0.7362343742892093,0.7412806812719093,0.7455648270401717,0.7496122848375785,0.7529462540013606,0.7554066856004135,0.7581595534198979,0.761109277900484,0.7643000786573436,0.7659287425940001
Human Development Index Model (2015),SSP3,Reforming Economies (R9),Human Development Index [weighted by Population],,0.6781245689500971,0.6934120924943902,0.7126599312396001,0.7264838895590098,0.7351126777866659,0.7409458940056824,0.7455274163796208,0.7496648539569151,0.7530226704267602,0.7554338886589917,0.7581186318156375,0.7609415299553397,0.7639643375613181,0.7654449932008888
Human Development Index Model (2015),SSP3,Rest of Asia (R10),Human Development Index [unweighted mean],,0.5955159491666667,0.6078928323333334,0.6248649059166667,0.6377575429166666,0.64773955825,0.6553658594999999,0.6617366463333333,0.6666436505833333,0.66999037225,0.6716858429166667,0.6734890283333334,0.6750976318333333,0.6766869853333333,0.6768401466666667
Human Development Index Model (2015),SSP3,Rest of Asia (R10),Human Development Index [weighted by GDP],,0.6365449412744726,0.6470727517508933,0.662113792955434,0.6741209441913094,0.6833273601640746,0.6904636149739056,0.6965197604557741,0.7010798774985096,0.7040563332512383,0.7056056235194561,0.7070346466708809,0.7080739294189217,0.7088968602400116,0.7080933811280714
Human Development Index Model (2015),SSP3,Rest of Asia (R10),Human Development Index [weighted by Population],,0.5958303384722411,0.6112099171798516,0.6323935947629922,0.6483294754384604,0.6597958833742807,0.6680742200605414,0.674823449595225,0.6799385152161375,0.6834079962161328,0.6854171301987732,0.6873250315322564,0.6889489306674045,0.6903977428287188,0.6902407571557692
Human Development Index Model (2015),SSP3,Romania,Human Development Index,,0.705010026,0.71785776,0.73482673,0.74804084,0.757016858,0.763458454,0.768166876,0.77141422,0.773011147,0.773458784,0.774246087,0.77524238,0.776439717,0.776405024
Human Development Index Model (2015),SSP3,Russian Federation,Human Development Index,,0.698550987,0.709725632,0.721923778,0.730484551,0.736314772,0.740915398,0.745141251,0.749337717,0.752950877,0.755711452,0.758759356,0.761999233,0.765448288,0.767264748
Human Development Index Model (2015),SSP3,Rwanda,Human Development Index,,0.341934966,0.338636216,0.339202685,0.339391854,0.339216966,0.337940091,0.338131967,0.338379968,0.33840302,0.341516483,0.34304862,0.347144354,0.349668092,0.352011666
Human Development Index Model (2015),SSP3,Saint Lucia,Human Development Index,,0.675964584,0.680671248,0.686403552,0.691059436,0.695556181,0.70001415,0.704768414,0.70926184,0.712549939,0.714435954,0.716212878,0.717844189,0.719537291,0.719773048
Human Development Index Model (2015),SSP3,Saint Vincent and the Grenadines,Human Development Index,,0.675977338,0.6868471,0.70247312,0.710433157,0.715372889,0.719170027,0.723034044,0.726143171,0.728148015,0.728764574,0.729329183,0.730021762,0.730990614,0.730715357
Human Development Index Model (2015),SSP3,Samoa,Human Development Index,,0.613777059,0.618160272,0.627588414,0.637710291,0.646350438,0.654561966,0.662188393,0.668200123,0.672040518,0.6737221,0.674827692,0.675607145,0.676952546,0.67769963
Human Development Index Model (2015),SSP3,Sao Tome and Principe,Human Development Index,,0.424756891,0.436750193,0.452164771,0.461073161,0.46659118,0.470587263,0.47459066,0.477586387,0.480706748,0.48395739,0.487459509,0.491076466,0.494413716,0.496402181
Human Development Index Model (2015),SSP3,Saudi Arabia,Human Development Index,,0.734012506,0.739198463,0.742570686,0.744063595,0.747056943,0.751354026,0.756455896,0.761287586,0.764870917,0.766769277,0.768594016,0.770189407,0.771539553,0.771258022
Human Development Index Model (2015),SSP3,Senegal,Human Development Index,,0.347341241,0.347768052,0.352555743,0.355678764,0.357823007,0.358770812,0.359167097,0.359278988,0.360134283,0.36130203,0.363836808,0.365970385,0.368926477,0.370716994
Human Development Index Model (2015),SSP3,Serbia,Human Development Index,,0.704335062,0.715586525,0.736231342,0.752924828,0.764109254,0.771524592,0.7767139240000001,0.780380761,0.782674505,0.784021009,0.785713164,0.787715233,0.789868373,0.790602862
Human Development Index Model (2015),SSP3,Sierra Leone,Human Development Index,,0.290407425,0.294963898,0.300218792,0.306514156,0.310344509,0.31355017,0.315473077,0.317601883,0.319269218,0.320970197,0.323170838,0.324982812,0.327868199,0.329496325
Human Development Index Model (2015),SSP3,Singapore,Human Development Index,,0.837388882,0.846029928,0.852142491,0.855476862,0.857991233,0.861112985,0.864689606,0.868021185,0.870119075,0.870802576,0.871490213,0.872176377,0.872934693,0.87201732
Human Development Index Model (2015),SSP3,Slovakia,Human Development Index,,0.782670646,0.791205057,0.79808657,0.801231221,0.803724907,0.806486349,0.809834035,0.813268457,0.815994707,0.81780683,0.819908652,0.822292665,0.824938997,0.825894737
Human Development Index Model (2015),SSP3,Slovenia,Human Development Index,,0.807826556,0.810974151,0.812693051,0.813887257,0.815837293,0.818683793,0.822305737,0.825926519,0.828775686,0.830619913,0.832829805,0.835260785,0.837830292,0.838777405
Human Development Index Model (2015),SSP3,South Africa,Human Development Index,,0.56031401,0.559110274,0.568838318,0.577318984,0.583072672,0.588819689,0.594161533,0.59971449,0.605025067,0.610945718,0.615046197,0.620155544,0.624491099,0.62602284
Human Development Index Model (2015),SSP3,South Korea,Human Development Index,,0.835289311,0.842048491,0.848065701,0.852636881,0.856913149,0.861246796,0.865262809,0.868757974,0.871526525,0.87345785,0.8755746,0.877585136,0.879497355,0.879713249
Human Development Index Model (2015),SSP3,Spain,Human Development Index,,0.768858618,0.774505442,0.782174606,0.789165068,0.795515235,0.801604365,0.807312264,0.812328265,0.816080763,0.81898592,0.822049429,0.825081804,0.828066247,0.828969878
Human Development Index Model (2015),SSP3,Sudan,Human Development Index,,0.372998266,0.384310322,0.395911815,0.402508472,0.408063893,0.412428632,0.413966701,0.414262174,0.413846253,0.412753343,0.412729808,0.413643571,0.414513201,0.414324436
Human Development Index Model (2015),SSP3,Suriname,Human Development Index,,0.647490095,0.659948056,0.674379677,0.685135385,0.692945954,0.698829215,0.703827903,0.708160243,0.711058847,0.712749739,0.714401853,0.71577864,0.717087077,0.716884479
Human Development Index Model (2015),SSP3,Sweden,Human Development Index,,0.847900392,0.850668075,0.853450989,0.856217337,0.859328973,0.862310454,0.865456369,0.868366198,0.870630499,0.872262269,0.874391897,0.876660172,0.879021212,0.879433488
Human Development Index Model (2015),SSP3,Switzerland,Human Development Index,,0.859356189,0.86202506,0.866675588,0.870615776,0.874198945,0.8775508,0.881180034,0.884489672,0.886891047,0.888631103,0.890706998,0.892906131,0.895063303,0.89541775
Human Development Index Model (2015),SSP3,Syria,Human Development Index,,0.54765836,0.556060772,0.565357902,0.569736914,0.57270098,0.575041618,0.576826364,0.577717952,0.577321387,0.576030292,0.575159659,0.574736748,0.574806545,0.574102643
Human Development Index Model (2015),SSP3,Tajikistan,Human Development Index,,0.568030265,0.599463906,0.653430453,0.692836986,0.716216621,0.728805325,0.735887939,0.73989867,0.742442542,0.743653121,0.745000612,0.746822687,0.748576084,0.749286426
Human Development Index Model (2015),SSP3,Tanzania,Human Development Index,,0.420065753,0.421237241,0.427486638,0.429288649,0.430152137,0.430062838,0.430058498,0.429687778,0.431402588,0.432496396,0.433452008,0.435812193,0.436484883,0.437994365
Human Development Index Model (2015),SSP3,Thailand,Human Development Index,,0.633908433,0.641518335,0.651531653,0.659518132,0.666307872,0.672286324,0.678695036,0.684570818,0.688932965,0.691117626,0.692868994,0.693968054,0.694716217,0.694189917
Human Development Index Model (2015),SSP3,Timor-Leste,Human Development Index,,0.49961161,0.523506797,0.559021087,0.588365049,0.608514603,0.621614034,0.632326616,0.638471998,0.642116066,0.642974377,0.644802851,0.647295343,0.648715614,0.648075181
Human Development Index Model (2015),SSP3,Tonga,Human Development Index,,0.636423097,0.640722487,0.647346429,0.656009146,0.665277851,0.67381322,0.68073292,0.685909149,0.689392132,0.691541944,0.693533172,0.695467066,0.697442121,0.698069674
Human Development Index Model (2015),SSP3,Trinidad and Tobago,Human Development Index,,0.712338094,0.722750206,0.729236807,0.730243667,0.731941411,0.735667105,0.741185663,0.746873722,0.751298143,0.75424825,0.757063356,0.75948754,0.761743167,0.762442389
Human Development Index Model (2015),SSP3,Tunisia,Human Development Index,,0.648642269,0.666794656,0.683168225,0.69362227,0.70102239,0.709936443,0.720936033,0.73214465,0.74189657,0.748893684,0.754128982,0.757763298,0.760302381,0.760671123
Human Development Index Model (2015),SSP3,Turkey,Human Development Index,,0.64026569,0.644033124,0.651210015,0.658704725,0.664119878,0.669398501,0.673669801,0.677526163,0.679965536,0.681694173,0.683624532,0.685251468,0.686922614,0.687077051
Human Development Index Model (2015),SSP3,Turkmenistan,Human Development Index,,0.640177127,0.652028907,0.675842561,0.691540245,0.701719867,0.707314453,0.711332782,0.714574586,0.716620094,0.718278708,0.719988842,0.722187154,0.72481992,0.725893006
Human Development Index Model (2015),SSP3,USA (R9),Human Development Index [unweighted mean],,0.841857208,0.842074263,0.844143309,0.847230432,0.850180084,0.852763991,0.85522562,0.858152104,0.860580089,0.862485998,0.864865952,0.867203304,0.869829315,0.870606647
Human Development Index Model (2015),SSP3,USA (R9),Human Development Index [weighted by GDP],,0.841857208,0.842074263,0.844143309,0.847230432,0.850180084,0.852763991,0.85522562,0.858152104,0.8605800890000002,0.8624859979999999,0.8648659520000002,0.8672033040000001,0.869829315,0.870606647
Human Development Index Model (2015),SSP3,USA (R9),Human Development Index [weighted by Population],,0.8418572079999999,0.8420742630000001,0.844143309,0.847230432,0.850180084,0.852763991,0.85522562,0.8581521040000001,0.8605800890000002,0.8624859980000001,0.8648659519999999,0.867203304,0.8698293149999999,0.870606647
Human Development Index Model (2015),SSP3,Uganda,Human Development Index,,0.375752854,0.373474295,0.376677046,0.379372949,0.381370058,0.382923519,0.384347079,0.385184449,0.387586572,0.388731202,0.390951209,0.392294635,0.39557052,0.395401047
Human Development Index Model (2015),SSP3,Ukraine,Human Development Index,,0.645978669,0.662757721,0.689104836,0.711830041,0.726542121,0.735724104,0.74193347,0.747041472,0.751113626,0.754264303,0.757693477,0.761287835,0.765019537,0.767185257
Human Development Index Model (2015),SSP3,United Kingdom,Human Development Index,,0.800788627,0.804744184,0.810477715,0.81702734,0.823248714,0.829050037,0.834380905,0.83886786,0.842035203,0.844224618,0.846416292,0.848542258,0.850571389,0.850829086
Human Development Index Model (2015),SSP3,United States,Human Development Index,,0.841857208,0.842074263,0.844143309,0.847230432,0.850180084,0.852763991,0.85522562,0.858152104,0.860580089,0.862485998,0.864865952,0.867203304,0.869829315,0.870606647
Human Development Index Model (2015),SSP3,Uruguay,Human Development Index,,0.68917304,0.698822012,0.712201513,0.721441506,0.728211616,0.733321834,0.737907524,0.741462465,0.743824299,0.745046938,0.746282562,0.747481602,0.74866751,0.748461678
Human Development Index Model (2015),SSP3,Vanuatu,Human Development Index,,0.539584211,0.547891189,0.562787775,0.573182096,0.580315245,0.586664295,0.591260042,0.594661461,0.597628044,0.598981016,0.600695233,0.602347501,0.60371168,0.603935406
Human Development Index Model (2015),SSP3,Venezuela,Human Development Index,,0.671776447,0.677351863,0.69004351,0.701421024,0.70916649,0.714534747,0.718215478,0.720415675,0.721132906,0.720798765,0.720758922,0.721026875,0.721540529,0.720847034
Human Development Index Model (2015),SSP3,Viet Nam,Human Development Index,,0.57243972,0.596632164,0.62961434,0.652487789,0.66701633,0.675723989,0.681591137,0.686008495,0.689858316,0.693235184,0.696766641,0.700313814,0.7035598,0.70482334
Human Development Index Model (2015),SSP3,World,Human Development Index [unweighted mean],,0.6054439690064936,0.6132034932857142,0.6247339329285715,0.6336973216493507,0.6403750411753247,0.645682703038961,0.6501358322077923,0.6538200682337661,0.6566926136038961,0.6586565751948051,0.6606985824090909,0.6628354106038962,0.6649508774415585,0.6656944902987013
Human Development Index Model (2015),SSP3,World,Human Development Index [weighted by GDP],,0.7310368359504761,0.7293355342155181,0.7310705337994912,0.7327259107132457,0.7341159370389333,0.7353972797255229,0.7360498583100893,0.7357878438577721,0.733977387210379,0.7307798600198993,0.7272838647280904,0.7234412656466518,0.7190843086299138,0.7129089185773219
Human Development Index Model (2015),SSP3,World,Human Development Index [weighted by Population],,0.5951931365415181,0.6049094044451432,0.6176535592330283,0.6252740957266458,0.6291825836742667,0.6309583316476738,0.6313402729411629,0.6304063192320609,0.6280561801981186,0.6247628543751202,0.6215436918834998,0.6186280381686757,0.6158135936758583,0.6121553255683206
Human Development Index Model (2015),SSP3,Zambia,Human Development Index,,0.398839072,0.396895949,0.399649897,0.402036253,0.401852904,0.404477449,0.405848809,0.406129555,0.410370641,0.415439724,0.419571952,0.425056349,0.431646096,0.434064874
Human Development Index Model (2015),SSP3,Zimbabwe,Human Development Index,,0.352810807,0.348579053,0.360983205,0.384093582,0.408570738,0.430966814,0.447071103,0.458619291,0.466572669,0.472998455,0.479000657,0.485918826,0.492949377,0.49907704
Human Development Index Model (2015),SSP4,Africa (R10),Human Development Index [unweighted mean],,0.3948407795,0.3971443346363637,0.4037934148863636,0.4095912918181818,0.4150821951363637,0.4201451413409091,0.4248424982727272,0.4294646495681818,0.4346943273181818,0.4399256682045454,0.4441386874772727,0.4486154102727273,0.4529311707954546,0.4571796717045455
Human Development Index Model (2015),SSP4,Africa (R10),Human Development Index [weighted by GDP],,0.5034053374943226,0.5068392045045839,0.5121857903940887,0.5160994337038861,0.5204770952670545,0.5256042877452411,0.5301388764370492,0.5339851433791432,0.5376745767117402,0.5411773625032217,0.5427546769954372,0.544353882589751,0.5448198772076277,0.5455670887019194
Human Development Index Model (2015),SSP4,Africa (R10),Human Development Index [weighted by Population],,0.4070108290143387,0.4126531263808365,0.4210863072875887,0.4263412685247819,0.4302238901749268,0.4331770041813368,0.4355727836487747,0.4377615560754181,0.4405458637043726,0.4438065821088535,0.4457206036963012,0.4482294936701603,0.4501708496731698,0.4528622897440213
Human Development Index Model (2015),SSP4,Algeria,Human Development Index,,0.632517354,0.641563791,0.648875729,0.655532961,0.663363378,0.671548865,0.680162376,0.688391534,0.695726487,0.702030863,0.706085125,0.709932841,0.714007768,0.717792594
Human Development Index Model (2015),SSP4,Argentina,Human Development Index,,0.701323601,0.709307533,0.7174903,0.722243396,0.726440474,0.729924063,0.732590291,0.735698978,0.738134726,0.740304156,0.740742613,0.741536382,0.742056344,0.742916802
Human Development Index Model (2015),SSP4,Armenia,Human Development Index,,0.649933716,0.671042158,0.698876301,0.719514607,0.731318093,0.737359967,0.740443631,0.742929926,0.745056371,0.747059077,0.747573981,0.748469959,0.74971934,0.751566893
Human Development Index Model (2015),SSP4,Asia (R5),Human Development Index [unweighted mean],,0.5821260545454545,0.5965256837727272,0.612208090090909,0.6235768875454546,0.6328234493636363,0.6404503382272727,0.6471339454545455,0.6530259027727273,0.6582397397272728,0.6626534746363636,0.6653170171818181,0.6678277637272727,0.6701746183636363,0.6725906816363637
Human Development Index Model (2015),SSP4,Asia (R5),Human Development Index [weighted by GDP],,0.6104240174480153,0.6326044672741669,0.6555036093990928,0.6709598302723887,0.6819670929109786,0.6903262069003311,0.6967205329802553,0.7015263717030736,0.7043977763689259,0.7057737897702362,0.7050814015417148,0.7041734043060506,0.7031165904691131,0.7020356710195094
Human Development Index Model (2015),SSP4,Asia (R5),Human Development Index [weighted by Population],,0.5580009272476437,0.5790349544965343,0.6013185524244529,0.6163379568612398,0.626903555506192,0.6348033322614217,0.640690485608641,0.6447618525058371,0.6469312507615725,0.6477714254380649,0.6467413018075107,0.6455578918306764,0.6442376890879624,0.6428885721231571
Human Development Index Model (2015),SSP4,Australia,Human Development Index,,0.846014493,0.854634441,0.865181263,0.874478014,0.881720659,0.887615384,0.89242169,0.896502039,0.899964702,0.902691236,0.903158337,0.903447913,0.903571668,0.903576567
Human Development Index Model (2015),SSP4,Austria,Human Development Index,,0.825046751,0.828979915,0.831897652,0.834458691,0.837623031,0.840857603,0.844227323,0.847153857,0.849591403,0.851371821,0.851280331,0.851152635,0.850823831,0.850451317
Human Development Index Model (2015),SSP4,Azerbaijan,Human Development Index,,0.649536203,0.684284491,0.708576487,0.714148844,0.714441331,0.713852887,0.715385847,0.718223754,0.721360868,0.723774829,0.724340129,0.724604258,0.724922705,0.725214141
Human Development Index Model (2015),SSP4,Bahamas,Human Development Index,,0.725116342,0.728823992,0.732271344,0.737414382,0.744308175,0.749941989,0.754439718,0.759001228,0.763087208,0.766865274,0.768839381,0.771213145,0.773945556,0.776550008
Human Development Index Model (2015),SSP4,Bahrain,Human Development Index,,0.725620746,0.738334872,0.752041097,0.758241067,0.763540739,0.767845793,0.772061229,0.776312519,0.779538032,0.782123339,0.782696252,0.783298772,0.784081651,0.785191559
Human Development Index Model (2015),SSP4,Bangladesh,Human Development Index,,0.452360352,0.46810455,0.48151822,0.491043982,0.499519703,0.507293569,0.515196945,0.523499243,0.531340653,0.538898627,0.545013574,0.550796733,0.555875012,0.56121038
Human Development Index Model (2015),SSP4,Belarus,Human Development Index,,0.701174438,0.720210957,0.735482296,0.743825805,0.74923146,0.752731137,0.756130512,0.759668403,0.763538462,0.766588523,0.767765778,0.769111258,0.770596901,0.772557423
Human Development Index Model (2015),SSP4,Belgium,Human Development Index,,0.815619977,0.822643474,0.834423546,0.846128533,0.85543476,0.862892134,0.868169026,0.872327858,0.875585928,0.878065933,0.878218112,0.878241007,0.878083824,0.877969626
Human Development Index Model (2015),SSP4,Belize,Human Development Index,,0.566290692,0.568152231,0.569904065,0.57260298,0.57547286,0.577327467,0.579152417,0.580167482,0.581143274,0.582270682,0.582304897,0.582585861,0.582852605,0.583574856
Human Development Index Model (2015),SSP4,Benin,Human Development Index,,0.342433155,0.345223518,0.351169567,0.359236611,0.366426415,0.372880043,0.379159554,0.384143704,0.389973929,0.396154138,0.400220935,0.404579018,0.409219764,0.41213263
Human Development Index Model (2015),SSP4,Bhutan,Human Development Index,,0.482910624,0.51568237,0.548934817,0.572244224,0.58946194,0.601484223,0.611075921,0.619233011,0.627376197,0.635054346,0.640675971,0.646263488,0.651027081,0.655335529
Human Development Index Model (2015),SSP4,Bolivia,Human Development Index,,0.568667558,0.574896602,0.579386215,0.581761154,0.585060439,0.591711403,0.597837,0.602730988,0.609351751,0.613977884,0.616410258,0.620723406,0.62391918,0.626434976
Human Development Index Model (2015),SSP4,Bosnia and Herzegovina,Human Development Index,,0.688850969,0.711510208,0.738341846,0.755897777,0.767961262,0.777301764,0.784670047,0.790945962,0.796511112,0.801317824,0.803794623,0.806165379,0.808660478,0.811555631
Human Development Index Model (2015),SSP4,Brazil,Human Development Index,,0.623851802,0.636620244,0.649188116,0.658715921,0.667172957,0.674616318,0.681949365,0.688404749,0.694689172,0.700176866,0.70328583,0.70650175,0.708621128,0.710633896
Human Development Index Model (2015),SSP4,Bulgaria,Human Development Index,,0.707236067,0.719957078,0.732131645,0.741029366,0.746945021,0.751561085,0.756158524,0.759813548,0.763462576,0.76631423,0.768174228,0.770369611,0.772792663,0.77496918
Human Development Index Model (2015),SSP4,Burkina Faso,Human Development Index,,0.260978698,0.254334534,0.246940604,0.241143863,0.239350036,0.241047611,0.244309805,0.249183044,0.253857408,0.258844994,0.263545043,0.267106978,0.271930776,0.27571734
Human Development Index Model (2015),SSP4,Burundi,Human Development Index,,0.257848089,0.262318171,0.274225181,0.283365567,0.292582726,0.298777034,0.303306618,0.307564089,0.312555905,0.318675889,0.325131114,0.331746046,0.337830507,0.345145359
Human Development Index Model (2015),SSP4,Cabo Verde,Human Development Index,,0.520827755,0.537333655,0.550212464,0.555479545,0.559000002,0.562149851,0.56610089,0.570811345,0.576066659,0.580930037,0.584224522,0.58753786,0.59047084,0.593851757
Human Development Index Model (2015),SSP4,Cambodia,Human Development Index,,0.429317051,0.452359033,0.480099741,0.501888891,0.518655762,0.531074939,0.540677117,0.548507521,0.55464143,0.559294512,0.562377578,0.565040615,0.567873393,0.570856169
Human Development Index Model (2015),SSP4,Cameroon,Human Development Index,,0.40868154,0.402990371,0.404181487,0.407725622,0.411689628,0.415534196,0.418964027,0.422089171,0.426749333,0.430280775,0.435484704,0.438407635,0.443990665,0.446964111
Human Development Index Model (2015),SSP4,Canada,Human Development Index,,0.850959664,0.853534583,0.858858636,0.864307976,0.869064968,0.873138054,0.87644595,0.87882431,0.881192259,0.88313194,0.883083689,0.88299654,0.882920452,0.882972404
Human Development Index Model (2015),SSP4,Central African Republic,Human Development Index,,0.279562804,0.275751148,0.277199837,0.278215001,0.282118952,0.284462665,0.287650653,0.291612204,0.29580028,0.301460821,0.306764368,0.312378381,0.318063181,0.323595329
Human Development Index Model (2015),SSP4,Chad,Human Development Index,,0.268483455,0.271480853,0.272153063,0.275443866,0.279450776,0.283238759,0.287063176,0.290222818,0.294278379,0.298357358,0.301983763,0.305646477,0.309080918,0.312703053
Human Development Index Model (2015),SSP4,Chile,Human Development Index,,0.737051746,0.745472757,0.752176396,0.757431649,0.762562051,0.768082286,0.774075641,0.779677836,0.784309002,0.787916433,0.789265324,0.790372603,0.791460077,0.792582278
Human Development Index Model (2015),SSP4,China,Human Development Index,,0.625904708,0.654940182,0.682281707,0.699863556,0.712481943,0.72270546,0.731356041,0.738835485,0.744623543,0.749304301,0.751887114,0.754360774,0.756608537,0.758924401
Human Development Index Model (2015),SSP4,China (R9),Human Development Index [unweighted mean],,0.7359387095000001,0.7555566865000001,0.773641954,0.7859851600000001,0.7958456895,0.8044652560000001,0.8123389205,0.8189824525,0.824279591,0.8284747535,0.830259953,0.8318341115000001,0.833172164,0.8345995055
Human Development Index Model (2015),SSP4,China (R9),Human Development Index [weighted by GDP],,0.6327951678675087,0.6599190662029273,0.685985580739391,0.7028344895906928,0.7150651582844834,0.7250987162210835,0.7336444304464218,0.741049431320714,0.7468103694080991,0.7515032669200292,0.7541093432846638,0.7566169904174166,0.7589072950257073,0.7612706712761972
Human Development Index Model (2015),SSP4,China (R9),Human Development Index [weighted by Population],,0.6270558461186079,0.6560213047023955,0.6832909671723466,0.7008489376018748,0.7134784295443701,0.7237322671936938,0.7324278856790332,0.7399567527852509,0.7458045118971734,0.7505512036114425,0.753201939846068,0.7557423740820921,0.7580560882337364,0.7604373909753954
Human Development Index Model (2015),SSP4,China+ (R10),Human Development Index [unweighted mean],,0.721662406,0.73546858125,0.74873908225,0.75800503425,0.7656706535,0.772378643,0.7786146945,0.78429580225,0.7892557527499999,0.793566149,0.7957876255,0.79789419375,0.79984036275,0.8019139455
Human Development Index Model (2015),SSP4,China+ (R10),Human Development Index [weighted by GDP],,0.6563520385495812,0.6771265320361669,0.6985419272797182,0.7130149567896932,0.723941219107055,0.7331719069186936,0.7411475422350478,0.7481265313029825,0.7536588230885294,0.7582805159678154,0.760796115310889,0.7632206839915595,0.7654715459176165,0.7678189569552497
Human Development Index Model (2015),SSP4,China+ (R10),Human Development Index [weighted by Population],,0.6337912544075295,0.6619366101443488,0.6883692427840211,0.705423842562099,0.7177475300544174,0.7277725234790233,0.7363032737628709,0.7437008177294674,0.7494767889987091,0.7541864129322362,0.7568071747726886,0.7593159434559618,0.7615979735360078,0.76395551985872
Human Development Index Model (2015),SSP4,Colombia,Human Development Index,,0.634810028,0.645988813,0.655222056,0.66190345,0.668176404,0.673814184,0.679636538,0.685950868,0.69161583,0.696347656,0.69881726,0.700671691,0.702088718,0.70333919
Human Development Index Model (2015),SSP4,Comoros,Human Development Index,,0.364554689,0.358708692,0.358077822,0.358898561,0.358901428,0.360199675,0.361983782,0.364514468,0.369167706,0.373686137,0.378592087,0.3842166,0.388721283,0.39380358
Human Development Index Model (2015),SSP4,Congo,Human Development Index,,0.47355813,0.471186678,0.482304302,0.494252199,0.501848879,0.505624412,0.507563813,0.508825779,0.510639876,0.512728022,0.515087461,0.516314102,0.518980505,0.521482516
